N_REGISTRO,PRAIA,TIPO_REG,DATA_OCORR,N_NINHO,HORA_OCORR,GPS_ID,WAYPOINT,LATITUDE,LONGITUDE,TURTLE ID,MARCAS_COL1,MARCAS_COL2,MARCAS_ENC1,MARCAS_ENC2,MARCAS_RET,COMP_CASCO,LARG_CASCO,COLETA_MAT_FEMEAS,VIAL _N,SITUACAO,TEMP_LOGGER_ID,TEMP_LOGGER_DEPLOYED,TEMP_LOGGER_REMOVED,TEMP_TRANSF,OVOS_TRANSF,OVOS_FUR,LATITUDE_DESTINO,LONGITUDE_DESTINO,DATA_ECLOS,DATA_ABERT,HIST_NINHO,VIVOS,NATIMORTOS,OVOS_N_ECL,OVOS_TOT,Hatching success,INCUBACAO,COLETA_MAT_Filhotes,OBSERVACAO,,,,,,,,,,,,,,,,,,
282,Leao,ML,13-Mar-2020,NA,20:50,NA,NA,NA,NA,F38,NA,NA,BR 83271,BR 83272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
283,Leao,ML,13-Mar-2020,NA,20:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
284,Leao,CD,13-Mar-2020,142,23:07,10,N142,-3.86992,-32.43754,F38,NA,NA,BR 83271,BR 83272,NA,111.2,106.3,SIM,#142- 13/3/20- BR 83271/ BR 83272,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 10 - N142,,,,,,,,,,,,,,,,,,
285,Leao,CD,13-Mar-2020,143,2:00,11,N143,-3.86986,-32.43723,F15,BRA 21684,NA,BRA 21645,NA,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 11 - N143.,,,,,,,,,,,,,,,,,,
286,Leao,ML,14-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 00:20 e 01:20.,,,,,,,,,,,,,,,,,,
287,Leao,ML,14-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 20:20.,,,,,,,,,,,,,,,,,,
288,Leao,ML,14-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 20:20.,,,,,,,,,,,,,,,,,,
289,Leao,ML,14-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 20:20.,,,,,,,,,,,,,,,,,,
290,Leao,CD,14-Mar-2020,144,20:35,11,N144,-3.86990,-32.43744,F40,BRA 21695,BRA 21696,NA,NA,NA,106.8,101,SIM,#144-14/03/20-BRA21695/ BRA21696,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 11 - N144 - F41.,,,,,,,,,,,,,,,,,,
291,Leao,CD,14-Mar-2020,145,21:00,11,N145,-3.86994,-32.43744,F9,NA,NA,BR 83329,BRA 21627,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 11 - N145 - F9. Cavou proximo a um ninho antigo.,,,,,,,,,,,,,,,,,,
292,Leao,ML,14-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 23:00 e 00:00.,,,,,,,,,,,,,,,,,,
293,Leao,CD,14-Mar-2020,146,2:06,11,N146,-3.86993,-32.43765,F16,NA,NA,BRA 21649,BRA 21650,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 11 - N146 - F16.,,,,,,,,,,,,,,,,,,
294,Leao,ML,15-Mar-2020,NA,20:35,NA,NA,NA,NA,F26,NA,NA,BRA 21665,BRA 21623,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
295,Leao,CD,15-Mar-2020,147,20:40,10,N147,-3.86953,-32.43691,F30,NA,NA,BRA 21662,BRA 21676,NA,NA,NA,SIM,#147-15/03/20-BRA21662/ BRA21676,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 10 - N147 - F30.,,,,,,,,,,,,,,,,,,
296,Leao,CD,15-Mar-2020,148,21:43,11,N148,-3.87003,-32.43782,F26,NA,NA,BRA 21665,BRA 21623,NA,NA,NA,SIM,#148-15/03/20-BRA21665/ BRA21623,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 11 - N148.,,,,,,,,,,,,,,,,,,
297,Leao,ML,15-Mar-2020,NA,1:53,NA,NA,NA,NA,F34,NA,NA,BRA 21679,BRA 21680,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
298,Leao,CD,16-Mar-2020,149,20:32,11,N149,-3.87009,-32.43805,F34,NA,NA,BRA 21679,BRA 21680,NA,NA,NA,SIM,#149-16/03/20-BRA 21679/ BRA21680,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 11 - N149.,,,,,,,,,,,,,,,,,,
299,Leao,ML,16-Mar-2020,NA,22:45,NA,NA,NA,NA,F31,NA,NA,BRA 21653,BRA 21654,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
300,Leao,CD,17-Mar-2020,150,21:16,11,N150,-3.87011,-32.43808,F27,NA,NA,BRA 21663,BRA 21664,NA,NA,NA,SIM,#150-17/3/20-BRA 21663/ BRA 21664,I,896720,17-Mar-2020 22:50,28-May-2020 07:38,NA,NA,NA,NA,NA,NA,28-May-2020,PA,20,2,6,28,71.4,NA,NAO,GPS 11 - N150. Tiny Tag removed by TAMAR. Predated by Teju.,,,,,,,,,,,,,,,,,,
301,Leao,CD,17-Mar-2020,151,20:35,10,N151,-3.86987,-32.43732,F28,NA,NA,BRA 21613,BRA 21626,NA,118.4,NA,SIM,#151-17/03/20- BRA 21613/ BRA 21626,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 10 - N151. Desenterou um ovo de outro ninho (61 ou 83).,,,,,,,,,,,,,,,,,,
302,Leao,ML,17-Mar-2020,NA,20:41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
303,Leao,ML,17-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 23:15 e 00:15.,,,,,,,,,,,,,,,,,,
304,Leao,SD,17-Mar-2020,NA,1:50,NA,NA,NA,NA,F29,NA,NA,BRA 21651,BRA 21652,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
305,Leao,ML,18-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 20:30.,,,,,,,,,,,,,,,,,,
306,Leao,ML,18-Mar-2020,NA,21:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
307,Leao,ML,18-Mar-2020,NA,21:00,NA,NA,NA,NA,F31,NA,NA,BRA 21653,BRA 21654,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
308,Leao,SD,18-Mar-2020,NA,20:40,NA,NA,NA,NA,F13,NA,NA,BRA 21632,BRA 21641,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
309,Leao,CD,18-Mar-2020,152,0:07,11,N152,-3.86986,-32.43729,F31,NA,NA,BRA 21653,BRA 21654,NA,NA,NA,SIM,#152-18/03/20-BRA 21653/ BRA 21654,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 11 - N152. ,,,,,,,,,,,,,,,,,,
310,Leao,ML,18-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência ente 21:20 e 22:30.,,,,,,,,,,,,,,,,,,
311,Leao,CD,18-Mar-2020,153,3:40,11,N153,-3.86943,-32.43560,F1,NA,NA,BRA 21602,BR 26380,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 11- N 153,,,,,,,,,,,,,,,,,,
312,Leao,ML,19-Mar-2020,NA,20:24,NA,NA,NA,NA,F33,NA,NA,BRA 21667,BRA 21668,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
313,Leao,ML,19-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 20:20.,,,,,,,,,,,,,,,,,,
314,Leao,ML,19-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 20:20.,,,,,,,,,,,,,,,,,,
315,Leao,ML,19-Mar-2020,NA,0:23,NA,NA,NA,NA,F36,NA,NA,BRA 21687,BRA 21688,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
316,Leao,CD,19-Mar-2020,154,0:30,11,N154,-3.86952,-32.43640,F29,NA,NA,BRA 21651,BRA 21652,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 11-N 154,,,,,,,,,,,,,,,,,,
317,Leao,ML,19-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 1:55 e 2:20.,,,,,,,,,,,,,,,,,,
318,Leao,ML,20-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 20:15.,,,,,,,,,,,,,,,,,,
319,Leao,ML,20-Mar-2020,NA,21:17,NA,NA,NA,NA,F22,NA,NA,BRA 21657,BRA 21658,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
320,Leao,SD,20-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 21:20 e 22:20.,,,,,,,,,,,,,,,,,,
321,Leao,ML,20-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 21:20 e 22:20.,,,,,,,,,,,,,,,,,,
322,Leao,CD,20-Mar-2020,155,22:40,11,N155,-3.86984,-32.43726,F33,NA,NA,BRA 21667,BRA 21668,NA,NA,NA,SIM,#20/3/20-BRA 21668/ BRA 21667- N155,I,896718,20-Mar-2020 23:17,28-May-2020 08:42,NA,NA,NA,NA,NA,NA,28-May-2020,SU,86,3,11,100,86.0,NA,SIM - 1 natimorto,GPS 11 - N155. Ninho com muita raiz. Tiny Tag removed by TAMAR.,,,,,,,,,,,,,,,,,,
323,Leao,CD,20-Mar-2020,156,20:21,11,N156,-3.87009,-32.43809,F36,NA,NA,BRA 21687,BRA 21688,NA,NA,NA,NAO,NA,I,896712,20-Mar-2020 21:09,28-May-2020 07:40,NA,NA,NA,NA,NA,NA,28-May-2020,SU,90,0,6,96,93.8,NA,NAO,GPS 11 - N156. Tiny Tag removed by TAMAR.,,,,,,,,,,,,,,,,,,
324,Leao,CD,20-Mar-2020,157,20:15,11,N157,-3.86992,-32.43747,F23,NA,NA,BRA 21646,BRA 21659,NA,NA,NA,SIM,#20/3/20- BRA 21659/ BRA 21646 - N157,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 11 - N157.,,,,,,,,,,,,,,,,,,
325,Leao,CD,20-Mar-2020,158,22:40,11,N158,-3.87004,-32.43800,F37,NA,NA,BRA 21689,BRA 21690,NA,NA,NA,SIM,#158- 20/03/20- BRA 21689/ BRA 21690,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 11 - N158.,,,,,,,,,,,,,,,,,,
326,Leao,CD,20-Mar-2020,159,23:40,11,N159,-3.86968,-32.43663,F21,NA,NA,BR 20597,BR 38691,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 11 - N159.,,,,,,,,,,,,,,,,,,
327,Leao,CD,20-Mar-2020,160,1:00,10,N160,-3.87003,-32.43780,F24,NA,NA,BR 67308,BR 38658,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 10 - N160.,,,,,,,,,,,,,,,,,,
328,Leao,SD,20-Mar-2020,NA,1:03,NA,NA,NA,NA,F17,NA,NA,BRA 21633,BRA 21634,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
329,Leao,ML,20-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 2:00 e 3:00.,,,,,,,,,,,,,,,,,,
330,Leao,ML,20-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 2:00 e 3:00.,,,,,,,,,,,,,,,,,,
331,Leao,ML,20-Mar-2020,NA,2:09,NA,NA,NA,NA,F18,NA,NA,BRA 21647,BRA 21648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
332,Leao,ML,20-Mar-2020,NA,3:11,NA,NA,NA,NA,F14,NA,NA,BRA 21603,BR 53308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
333,Leao,ML,21-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 20:15.,,,,,,,,,,,,,,,,,,
334,Leao,ML,21-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 20:15 e 21:15.,,,,,,,,,,,,,,,,,,
335,Leao,CD,21-Mar-2020,161,20:30,10,N161,-3.86987,-32.43856,F12,NA,NA,BRA 21618,BR 98337,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 10 - N161 - F12.,,,,,,,,,,,,,,,,,,
336,Leao,CD,21-Mar-2020,162,20:22,11,N162,-3.87006,-32.43821,F22,NA,NA,BRA 21657,BRA 21658,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 11 - N162.,,,,,,,,,,,,,,,,,,
337,Leao,ML,21-Mar-2020,NA,22:38,NA,NA,NA,NA,F10,NA,NA,BRA 21616,BRA 21617,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
338,Leao,CD,21-Mar-2020,163,22:57,10,N163,-3.87000,-32.43783,F14,NA,NA,BRA 21603,BR 53308,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 10 - N163 - F14.,,,,,,,,,,,,,,,,,,
339,Leao,ML,21-Mar-2020,NA,23:26,NA,NA,NA,NA,F18,NA,NA,BRA 21647,BRA 21648,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
340,Leao,CD,21-Mar-2020,164,23:33,11,N164,-3.86994,-32.43746,F41,BRA 21782,BRA 21783,NA,NA,NA,103.1,95.5,SIM,#164-21/3/20-BRA 21682/ BRA 21683,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 11 - N164 - F41. Foto ok. Quelóide próximo a nadadeira esquerda (foto).,,,,,,,,,,,,,,,,,,
341,Leao,CD,21-Mar-2020,165,23:45,10,N165,3.86976,32.43694,F11,NA,NA,BRA 21643,BR 77078,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 10 - N165.,,,,,,,,,,,,,,,,,,
342,Leao,ML,21-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 00:00 e 1:00.,,,,,,,,,,,,,,,,,,
343,Leao,CD,21-Mar-2020,166,2:00,11,N166,-3.86960,-32.43634,F18,NA,NA,BRA 21647,BRA 21648,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 11 - N166.,,,,,,,,,,,,,,,,,,
344,Leao,ML,22-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 20:20.,,,,,,,,,,,,,,,,,,
345,Leao,SD,22-Mar-2020,NA,20:29,NA,NA,NA,NA,F35,NA,NA,BRA 21681,BRA 21682,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
346,Leao,ML,22-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 20:30 e 21:30.,,,,,,,,,,,,,,,,,,
347,Leao,ML,22-Mar-2020,NA,21:38,NA,NA,NA,NA,F19,NA,NA,BRA 21625,BRA 21670,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
348,Leao,ML,22-Mar-2020,NA,23:16,NA,NA,NA,NA,F10,NA,NA,BRA 21616,BRA 21617,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
349,Leao,CD,22-Mar-2020,167,2:25,10,N167,-3.86999,-32.43762,F10,NA,NA,BRA 21616,BRA 21617,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 10  - N167.,,,,,,,,,,,,,,,,,,
350,Leao,CD,22-Mar-2020,168,2:25,10,N168,-3.86987,-32.43769,F19,NA,NA,BRA 21625,BRA 21670,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 10 - N168.,,,,,,,,,,,,,,,,,,
351,Leao,CD,23-Mar-2020,169,20:28,11,N169,-3.86956,-32.43635,F42,BRA 21784,BRA 21786,NA,NA,NA,100.5,97.3,SIM,#169-23/03/20-BRA 21784/ BRA 21786,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,"GPS 11 - N169. Deformidade na parte inferior do casco (foto). Cicatrizes de marcas, ambas colocadas entre a segunda e terceira escama.",,,,,,,,,,,,,,,,,,
352,Leao,CD,23-Mar-2020,170,20:29,11,N170,-3.86977,-32.43702,F35,NA,NA,BRA 21681,BRA 21682,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 11 - N170.,,,,,,,,,,,,,,,,,,
353,Leao,CD,23-Mar-2020,171,22:30,10,N171,-3.86964,-32.43709,F15,NA,NA,BRA 21645,BRA 21684,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 10 - N171.,,,,,,,,,,,,,,,,,,
354,Leao,SD,23-Mar-2020,NA,23:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
355,Leao,ML,24-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 20:30.,,,,,,,,,,,,,,,,,,
356,Leao,CD,24-Mar-2020,172,20:30,10,N172,-3.86997,-32.43763,F9,NA,NA,BRA 21627,BR 83329,NA,NA,NA,NAO,NA,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NAO,GPS 10 - N172.,,,,,,,,,,,,,,,,,,
357,Leao,SD,24-Mar-2020,NA,21:30,NA,NA,NA,NA,F32,NA,NA,BRA 21685,BRA 21686,NA,NA,NA,NAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
358,Leao,ML,24-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 20:30 e 21:30.,,,,,,,,,,,,,,,,,,
359,Leao,ML,24-Mar-2020,NA,2:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,,,,,,,,,,,,,,,,,,
360,Leao,ML,24-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência entre 2:20 e 3:20.,,,,,,,,,,,,,,,,,,
361,Leao,ML,25-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 21:30.,,,,,,,,,,,,,,,,,,
362,Leao,SD,25-Mar-2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,Ocorrência antes de 21:30.,,,,,,,,,,,,,,,,,,
363,Leao,CD,25-Mar-2020,173,21:20,11,N173,,,F40,NA,NA,BRA 21695,BRA 21696,NA,NA,NA,SIM,#173-25/03/20-BRA 21695/ BRA 21696,I,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,GPS 11 - N173 - F41.,,,,,,,,,,,,,,,,,,
